lead_id,company_name,company_type,region,product_interest,inquiry_channel,company_size,order_quantity_est,response_time_hrs,quotation_shared,catalog_requested,followups,conversion_status
TM1907,"Robinson, Benson and Mcbride",Hotel Chain,Central,Both,Exhibition,Medium,73,69,Yes,No,3,1
TM1908,Elliott LLC,Online Seller,South,Both,Dealer,Large,237,14,No,Yes,4,0
TM1909,Massey and Sons,Online Seller,South,Water Storage,Website,Medium,706,59,Yes,No,1,0
TM1910,Buck-Franco,Retailer,Central,Water Storage,WhatsApp,Large,715,16,No,No,5,0
TM1911,Miles and Sons,Hotel Chain,East,Both,Reference,Small,839,43,Yes,Yes,5,0
TM1912,"Cooper, Adams and Colon",Distributor,North,Kitchenware,Reference,Large,411,39,Yes,Yes,4,1
TM1913,Jacobs and Sons,Hotel Chain,West,Water Storage,Reference,Medium,83,68,No,No,5,0
TM1914,Roy Ltd,Hotel Chain,North,Kitchenware,WhatsApp,Large,896,7,No,No,5,1
TM1915,Haynes-Rose,Distributor,West,Both,Reference,Medium,928,19,Yes,Yes,5,1
TM1916,"Murray, Willis and Pierce",Retailer,East,Both,Dealer,Small,704,19,No,No,5,0
TM1917,"Smith, Kim and Thomas",Retailer,North,Water Storage,Reference,Small,977,7,Yes,No,4,1
TM1918,"Nguyen, Mcintosh and Mathews",Distributor,West,Kitchenware,Exhibition,Small,256,51,No,No,5,0
TM1919,Wilson-Knox,Distributor,West,Both,Exhibition,Medium,895,49,No,No,2,1
TM1920,Stevenson Group,Retailer,North,Kitchenware,Reference,Large,694,66,Yes,Yes,4,1
TM1921,Craig-Cobb,Hotel Chain,East,Both,Exhibition,Large,195,50,No,No,2,0
TM1922,"Hunter, Pugh and Watkins",Retailer,East,Kitchenware,Dealer,Small,425,3,No,No,0,0
TM1923,Gonzales Inc,Retailer,South,Both,Exhibition,Small,892,24,Yes,No,2,1
TM1924,"Liu, Shaffer and Santiago",Distributor,Central,Kitchenware,Website,Small,585,33,Yes,Yes,0,0
TM1925,"Stevens, Simmons and Brown",Online Seller,Central,Kitchenware,Reference,Large,10,32,No,Yes,4,0
TM1926,Lucas-Sawyer,Online Seller,Central,Water Storage,Website,Large,512,41,No,Yes,5,1
TM1927,"Wright, White and Kim",Retailer,South,Kitchenware,Website,Small,316,28,Yes,Yes,4,1
TM1928,George-Larson,Distributor,Central,Water Storage,Exhibition,Large,271,34,No,Yes,3,0
TM1929,Roberson and Sons,Online Seller,West,Both,Website,Large,218,10,No,Yes,5,1
TM1930,"Myers, Smith and Owen",Distributor,West,Kitchenware,WhatsApp,Medium,398,4,Yes,Yes,2,1
TM1931,Taylor-Mcdaniel,Retailer,Central,Water Storage,Exhibition,Medium,665,12,No,No,2,1
TM1932,Johnston LLC,Distributor,East,Kitchenware,Exhibition,Medium,237,49,Yes,Yes,1,0
TM1933,"Gallegos, Stevens and Gonzales",Online Seller,Central,Water Storage,Exhibition,Large,367,37,No,Yes,0,0
TM1934,Jones Inc,Hotel Chain,South,Water Storage,Dealer,Large,618,52,No,Yes,2,1
TM1935,"King, Mendoza and Schneider",Distributor,South,Kitchenware,Reference,Large,763,35,Yes,No,5,0
TM1936,Hayes Ltd,Hotel Chain,West,Kitchenware,Reference,Medium,827,60,No,No,3,0
TM1937,"Mcintosh, Vargas and Campos",Distributor,East,Both,Exhibition,Medium,426,41,Yes,Yes,0,0
TM1938,Williams Ltd,Retailer,South,Both,Exhibition,Small,771,37,No,Yes,3,0
TM1939,Kelley Group,Distributor,West,Water Storage,Dealer,Large,703,69,Yes,No,0,0
TM1940,Lowe-Bailey,Retailer,West,Both,Dealer,Large,363,32,Yes,No,1,0
TM1941,"Johnson, Juarez and Long",Distributor,South,Kitchenware,WhatsApp,Small,536,46,Yes,No,3,1
TM1942,"Byrd, Mays and Ramirez",Online Seller,North,Water Storage,Website,Large,881,16,No,No,3,0
TM1943,Gardner-Grant,Distributor,North,Both,Dealer,Medium,232,40,Yes,No,4,0
TM1944,Serrano-Huerta,Retailer,East,Kitchenware,Dealer,Medium,346,39,No,Yes,0,0
TM1945,Williams-Tucker,Distributor,West,Water Storage,Exhibition,Small,451,63,Yes,Yes,4,1
TM1946,Roberts-Hamilton,Distributor,West,Kitchenware,Reference,Small,169,33,Yes,No,3,1
TM1947,Dunn Group,Online Seller,West,Kitchenware,Dealer,Medium,121,57,No,Yes,1,0
TM1948,Jordan-Hopkins,Hotel Chain,North,Water Storage,Website,Small,204,37,Yes,Yes,3,1
TM1949,Schneider Inc,Online Seller,North,Kitchenware,Website,Medium,992,35,Yes,No,3,0
TM1950,Mooney Inc,Distributor,East,Water Storage,Dealer,Large,955,50,Yes,Yes,0,0
TM1951,Bennett-Benson,Distributor,South,Water Storage,Dealer,Small,795,31,Yes,No,3,0
TM1952,Rodriguez-Ramsey,Retailer,West,Water Storage,WhatsApp,Medium,507,11,No,Yes,4,1
TM1953,Murphy-Burns,Distributor,South,Water Storage,Exhibition,Medium,727,32,No,Yes,3,0
TM1954,Dickson-Allen,Retailer,Central,Both,Website,Small,885,20,Yes,Yes,1,1
TM1955,King Group,Online Seller,South,Kitchenware,Reference,Small,641,26,Yes,Yes,3,1
TM1956,Williams Group,Online Seller,South,Kitchenware,WhatsApp,Medium,500,8,No,Yes,2,1
TM1957,"Davis, Stewart and Bennett",Online Seller,East,Water Storage,Reference,Small,337,7,Yes,Yes,0,1
TM1958,Jones-Perez,Online Seller,South,Water Storage,Reference,Medium,940,13,No,Yes,2,0
TM1959,Mcgee Group,Online Seller,East,Water Storage,Exhibition,Small,695,2,Yes,No,2,0
TM1960,"Cabrera, Norton and Taylor",Online Seller,Central,Both,Dealer,Medium,253,36,Yes,No,0,0
TM1961,Jensen-Schmitt,Distributor,Central,Kitchenware,Exhibition,Large,944,25,Yes,No,0,1
TM1962,Turner LLC,Online Seller,East,Both,Reference,Small,556,20,Yes,Yes,1,1
TM1963,Turner Group,Online Seller,Central,Water Storage,WhatsApp,Medium,654,16,No,Yes,3,0
TM1964,"Barnes, Bennett and Brown",Retailer,South,Both,WhatsApp,Large,1000,17,No,Yes,4,1
TM1965,Hoffman LLC,Distributor,West,Water Storage,Dealer,Large,86,22,No,No,4,0
TM1966,Jones-Henry,Hotel Chain,Central,Water Storage,Website,Small,13,21,Yes,Yes,4,1
TM1967,Price-Parsons,Online Seller,East,Kitchenware,WhatsApp,Large,284,71,Yes,Yes,1,1
TM1968,Jones Inc,Distributor,East,Kitchenware,Website,Medium,959,18,No,Yes,5,0
TM1969,Douglas-Walton,Distributor,Central,Kitchenware,Exhibition,Large,365,48,No,Yes,5,0
TM1970,Green-Mcpherson,Online Seller,South,Water Storage,Dealer,Medium,342,8,Yes,No,1,0
TM1971,"Carroll, Jackson and Merritt",Online Seller,South,Water Storage,Exhibition,Large,683,14,No,No,5,0
TM1972,Gonzalez-Nguyen,Distributor,West,Kitchenware,WhatsApp,Medium,218,51,Yes,No,1,0
TM1973,"Moore, Hansen and Moyer",Hotel Chain,East,Kitchenware,Reference,Small,517,24,No,Yes,1,1
TM1974,Hill-Gomez,Hotel Chain,South,Both,WhatsApp,Small,327,21,Yes,No,5,0
TM1975,Barnes-Bates,Retailer,South,Kitchenware,Reference,Small,475,52,Yes,Yes,5,1
TM1976,"Williams, Hutchinson and Combs",Retailer,Central,Kitchenware,Reference,Medium,31,15,Yes,Yes,1,1
TM1977,Sharp-Martinez,Retailer,East,Kitchenware,Dealer,Small,821,2,Yes,No,5,1
TM1978,Garcia-Roth,Distributor,West,Both,Reference,Small,324,43,No,Yes,1,1
TM1979,Peterson-Ramirez,Online Seller,Central,Kitchenware,Exhibition,Small,115,70,No,Yes,4,0
TM1980,Rose PLC,Hotel Chain,South,Kitchenware,Website,Small,242,55,No,Yes,2,0
TM1981,Blair PLC,Distributor,West,Both,Exhibition,Medium,183,15,Yes,Yes,2,1
TM1982,"Mclaughlin, Baker and Lawrence",Online Seller,North,Water Storage,Exhibition,Small,629,20,Yes,No,4,1
TM1983,Perez-Ashley,Distributor,West,Kitchenware,WhatsApp,Large,847,37,No,Yes,2,0
TM1984,Jordan-Stanley,Online Seller,East,Both,Exhibition,Small,892,20,Yes,No,1,0
TM1985,Davis PLC,Hotel Chain,North,Kitchenware,Dealer,Medium,992,36,Yes,Yes,2,0
TM1986,"Lewis, Marquez and Cabrera",Distributor,West,Water Storage,WhatsApp,Medium,444,62,No,No,1,0
TM1987,"Powell, Tyler and Frederick",Distributor,West,Water Storage,Dealer,Medium,561,69,No,Yes,3,1
TM1988,Kim and Sons,Hotel Chain,Central,Both,Website,Large,99,31,No,Yes,1,0
TM1989,Jones-Bell,Retailer,East,Both,Reference,Small,953,15,Yes,No,2,0
TM1990,Wright-Vaughn,Distributor,East,Water Storage,Website,Large,963,54,Yes,Yes,1,1
TM1991,Smith-Rodriguez,Distributor,North,Both,Website,Medium,760,4,No,No,0,0
TM1992,Anthony-Williams,Retailer,West,Both,Website,Small,160,47,Yes,Yes,1,1
TM1993,Barber-Griffith,Hotel Chain,South,Kitchenware,Reference,Large,153,68,No,No,3,0
TM1994,Johnson-Russell,Hotel Chain,North,Water Storage,Exhibition,Small,71,5,Yes,Yes,0,1
TM1995,Shaffer-Johnson,Hotel Chain,West,Both,WhatsApp,Large,523,40,Yes,No,1,1
TM1996,Kim Ltd,Retailer,Central,Water Storage,Website,Large,226,52,Yes,Yes,3,1
TM1997,"Wagner, Krueger and Palmer",Retailer,West,Water Storage,WhatsApp,Large,667,52,No,Yes,0,0
TM1998,Perez-Evans,Hotel Chain,South,Water Storage,Exhibition,Small,89,47,No,Yes,1,0
TM1999,"Ellis, Huerta and Johnson",Retailer,North,Kitchenware,Dealer,Small,784,40,Yes,Yes,5,0
TM2000,Kennedy and Sons,Distributor,East,Kitchenware,Dealer,Large,55,62,Yes,Yes,2,1
TM2001,Griffin-Jackson,Online Seller,North,Water Storage,WhatsApp,Medium,522,25,No,No,5,0
TM2002,Becker-Waller,Distributor,North,Water Storage,Reference,Large,525,13,Yes,Yes,4,1
TM2003,Sanford Ltd,Hotel Chain,Central,Kitchenware,WhatsApp,Small,165,60,Yes,Yes,5,1
TM2004,Smith LLC,Distributor,South,Both,Website,Large,538,67,No,No,1,0
TM2005,"Diaz, Hughes and Webb",Online Seller,Central,Water Storage,Exhibition,Large,802,50,Yes,Yes,4,1
TM2006,"Fuller, Singleton and Clark",Distributor,Central,Both,Reference,Small,834,2,Yes,No,4,0
TM2007,Morgan-Clark,Retailer,West,Kitchenware,Reference,Medium,183,38,Yes,Yes,2,1
TM2008,Leon-Howell,Online Seller,North,Kitchenware,Website,Large,800,59,No,No,2,0
TM2009,"Salinas, Collins and Simon",Hotel Chain,South,Kitchenware,Dealer,Medium,50,47,No,No,3,0
TM2010,Clark and Sons,Distributor,West,Water Storage,Dealer,Large,984,41,No,Yes,5,1
TM2011,"Cook, Smith and Davis",Hotel Chain,East,Both,Exhibition,Large,669,8,Yes,Yes,1,0
TM2012,Kim Ltd,Online Seller,West,Kitchenware,Dealer,Medium,884,10,Yes,No,3,1
TM2013,Ferguson-Smith,Online Seller,West,Water Storage,Dealer,Medium,121,11,Yes,Yes,3,1
TM2014,"Rogers, Leonard and Hughes",Distributor,West,Water Storage,Exhibition,Medium,360,63,Yes,No,0,1
TM2015,"Davis, Gibson and Sullivan",Retailer,Central,Kitchenware,Reference,Small,665,28,No,Yes,4,0
TM2016,"Welch, Williams and Russell",Retailer,East,Water Storage,Reference,Small,65,28,Yes,No,2,1
TM2017,Mcguire-Garcia,Distributor,North,Kitchenware,Exhibition,Medium,424,11,No,No,3,0
TM2018,"Patel, Hall and Wang",Online Seller,South,Kitchenware,Exhibition,Medium,360,39,Yes,Yes,2,0
TM2019,Delgado LLC,Hotel Chain,West,Both,Website,Large,457,46,No,Yes,4,0
TM2020,Johnson PLC,Distributor,North,Both,Dealer,Large,158,42,No,Yes,1,0
TM2021,Hernandez Group,Distributor,West,Water Storage,Exhibition,Large,426,34,Yes,No,1,0
TM2022,Garrison Ltd,Retailer,North,Kitchenware,Website,Medium,723,70,Yes,No,1,0
TM2023,"Shelton, Krause and Flowers",Distributor,Central,Kitchenware,WhatsApp,Medium,26,39,No,Yes,5,0
TM2024,Briggs Ltd,Hotel Chain,West,Water Storage,WhatsApp,Medium,858,70,No,No,0,0
TM2025,Rodriguez and Sons,Hotel Chain,West,Water Storage,Website,Large,619,21,No,No,2,0
TM2026,"Wilson, Kent and Gillespie",Hotel Chain,East,Both,Dealer,Small,99,14,Yes,Yes,4,0
TM2027,Stuart PLC,Retailer,West,Both,Dealer,Large,112,57,Yes,No,3,1
TM2028,"Kim, Perkins and Wright",Hotel Chain,Central,Water Storage,Exhibition,Small,886,61,Yes,No,3,1
TM2029,Gutierrez PLC,Hotel Chain,North,Water Storage,Website,Large,300,35,No,No,3,0
TM2030,Oneal and Sons,Retailer,West,Kitchenware,Exhibition,Small,167,48,No,No,1,0
TM2031,Shields LLC,Hotel Chain,South,Both,Reference,Small,641,51,Yes,No,1,0
TM2032,Schneider Group,Hotel Chain,South,Water Storage,WhatsApp,Large,172,56,Yes,Yes,5,0
TM2033,Nicholson Ltd,Retailer,Central,Water Storage,WhatsApp,Large,172,42,Yes,Yes,0,1
TM2034,"Carson, Davis and Mitchell",Retailer,Central,Kitchenware,Exhibition,Large,734,70,Yes,No,0,0
TM2035,Watson-Randall,Distributor,West,Both,WhatsApp,Small,255,29,No,Yes,4,0
TM2036,"Garcia, Castillo and Stanley",Hotel Chain,East,Both,Exhibition,Medium,94,19,Yes,Yes,0,1
TM2037,"Ramos, Sims and Freeman",Retailer,North,Kitchenware,WhatsApp,Medium,926,24,Yes,Yes,3,0
TM2038,"Hernandez, Walters and Delgado",Distributor,West,Kitchenware,Reference,Small,433,10,No,Yes,1,0
TM2039,Clark PLC,Hotel Chain,East,Both,Reference,Small,194,39,Yes,Yes,5,1
TM2040,Wright-Fox,Retailer,North,Water Storage,WhatsApp,Medium,638,70,Yes,Yes,4,0
TM2041,Mckee LLC,Retailer,South,Both,Exhibition,Large,33,67,Yes,Yes,2,1
TM2042,"Jackson, Reyes and Torres",Distributor,North,Water Storage,Website,Small,95,17,No,No,3,0
TM2043,Hess Inc,Retailer,East,Both,Dealer,Large,311,60,No,No,4,0
TM2044,Taylor-Martin,Distributor,East,Kitchenware,Website,Large,876,36,No,Yes,4,0
TM2045,Pollard Inc,Online Seller,South,Kitchenware,Reference,Medium,914,58,No,No,2,0
TM2046,"Hernandez, Harris and Campbell",Hotel Chain,West,Kitchenware,Dealer,Medium,392,9,No,Yes,0,0
TM2047,Brown PLC,Online Seller,Central,Water Storage,WhatsApp,Large,856,68,No,No,0,0
TM2048,"Aguirre, Brown and Larson",Online Seller,West,Kitchenware,WhatsApp,Small,84,28,No,No,1,0
TM2049,Shaw PLC,Retailer,North,Water Storage,Exhibition,Large,346,28,No,No,1,0
TM2050,"Oneal, Fritz and Clark",Hotel Chain,East,Both,Website,Large,232,14,No,Yes,4,0
TM2051,Powell Group,Hotel Chain,West,Water Storage,WhatsApp,Small,211,7,No,No,0,0
TM2052,"Brown, Jones and Lucas",Hotel Chain,North,Kitchenware,Reference,Small,625,42,No,Yes,4,1
TM2053,"Freeman, Walls and Kirby",Retailer,Central,Kitchenware,Reference,Medium,144,52,Yes,Yes,2,1
TM2054,Matthews-Massey,Retailer,West,Kitchenware,Reference,Large,318,36,No,No,3,1
TM2055,Green Ltd,Online Seller,West,Both,Exhibition,Medium,315,59,No,Yes,2,0
TM2056,"Watts, Ibarra and Gonzalez",Retailer,North,Kitchenware,Exhibition,Small,152,14,No,No,1,0
TM2057,Rodriguez-Adams,Distributor,East,Both,Exhibition,Large,898,7,No,Yes,0,1
TM2058,"Maxwell, Curtis and Wilson",Online Seller,North,Water Storage,WhatsApp,Large,637,49,No,Yes,1,0
TM2059,Ward-Parker,Retailer,South,Water Storage,Website,Large,919,53,No,Yes,4,0
TM2060,Kirk LLC,Hotel Chain,West,Water Storage,WhatsApp,Large,504,29,Yes,No,2,0
TM2061,Mills Group,Online Seller,Central,Kitchenware,Website,Large,89,10,No,Yes,1,1
TM2062,Castro-Santiago,Distributor,West,Water Storage,Website,Medium,117,44,Yes,No,2,0
TM2063,"Rodriguez, Dickerson and Holmes",Distributor,Central,Kitchenware,Website,Small,948,47,No,No,4,0
TM2064,Gray-Johnston,Hotel Chain,South,Kitchenware,WhatsApp,Medium,178,40,Yes,Yes,3,0
TM2065,"Perez, Allen and Garrett",Retailer,South,Kitchenware,Reference,Small,283,4,No,No,2,1
TM2066,Romero-Daniel,Retailer,East,Water Storage,Website,Small,416,65,No,No,0,0
TM2067,Holt-Roth,Online Seller,North,Kitchenware,Reference,Large,960,55,Yes,No,1,1
TM2068,Sanchez Group,Online Seller,Central,Both,Reference,Large,453,14,Yes,Yes,0,1
TM2069,Farrell-Nichols,Retailer,North,Both,WhatsApp,Small,77,69,Yes,No,1,0
TM2070,Curtis Group,Hotel Chain,West,Water Storage,Exhibition,Small,761,35,No,Yes,1,0
TM2071,Turner-Kim,Online Seller,East,Both,Dealer,Medium,761,1,Yes,Yes,4,1
TM2072,"Hanson, Lopez and Smith",Hotel Chain,East,Both,Website,Small,332,9,Yes,Yes,2,0
TM2073,"Moore, Matthews and Ball",Distributor,North,Both,Reference,Medium,352,3,Yes,No,0,1
TM2074,Anderson Group,Retailer,Central,Water Storage,Reference,Large,11,63,Yes,No,0,1
TM2075,"Manning, Nash and Carlson",Retailer,Central,Both,WhatsApp,Small,547,65,Yes,Yes,0,1
TM2076,"Perkins, Peterson and Holloway",Online Seller,West,Water Storage,WhatsApp,Large,273,63,No,No,3,1
TM2077,"Whitaker, Lopez and Franklin",Online Seller,East,Both,WhatsApp,Large,803,62,Yes,No,5,0
TM2078,"Jackson, Parker and Burns",Retailer,South,Water Storage,Website,Large,155,46,No,Yes,1,0
TM2079,"Bell, Campbell and Fischer",Hotel Chain,East,Kitchenware,Exhibition,Small,952,49,Yes,No,5,0
TM2080,Daniel LLC,Hotel Chain,Central,Kitchenware,WhatsApp,Large,367,43,No,No,2,0
TM2081,"Sharp, Ross and Kelly",Retailer,Central,Both,WhatsApp,Large,135,56,No,No,2,1
TM2082,Trevino PLC,Retailer,West,Both,Website,Medium,707,20,No,Yes,2,0
TM2083,Kane-Patterson,Retailer,East,Kitchenware,Reference,Small,232,37,Yes,Yes,3,1
TM2084,Jackson-Hebert,Hotel Chain,East,Both,Exhibition,Small,267,18,No,No,4,0
TM2085,"Copeland, Swanson and Medina",Distributor,North,Both,WhatsApp,Small,760,26,No,Yes,2,1
TM2086,Mitchell and Sons,Hotel Chain,East,Kitchenware,Reference,Medium,418,13,No,No,4,1
TM2087,"Smith, Irwin and Terry",Hotel Chain,East,Both,Website,Large,796,26,No,Yes,3,0
TM2088,Becker and Sons,Online Seller,East,Kitchenware,WhatsApp,Large,959,60,Yes,No,3,1
TM2089,"Jimenez, Bullock and Baxter",Hotel Chain,East,Both,WhatsApp,Medium,372,55,No,No,3,0
TM2090,"Davis, Miller and Warren",Retailer,West,Kitchenware,Website,Large,938,39,Yes,No,1,0
TM2091,"Lee, Jimenez and Bryant",Online Seller,North,Water Storage,Website,Medium,696,1,No,No,0,1
TM2092,Ochoa-West,Online Seller,North,Water Storage,Dealer,Small,851,38,No,No,0,1
TM2093,"Young, Rice and Greer",Retailer,South,Both,Website,Large,768,64,Yes,Yes,5,1
TM2094,"Flowers, Henderson and Marshall",Distributor,East,Both,WhatsApp,Large,969,1,No,Yes,0,1
TM2095,"Jenkins, Hunter and Cunningham",Distributor,Central,Kitchenware,Dealer,Small,263,27,Yes,No,0,0
TM2096,Perez-Hall,Hotel Chain,West,Kitchenware,Exhibition,Medium,424,62,Yes,Yes,4,1
TM2097,Lee Ltd,Hotel Chain,Central,Kitchenware,Reference,Small,661,3,Yes,Yes,5,1
TM2098,Waller-Diaz,Distributor,Central,Both,Dealer,Small,497,62,No,No,5,1
TM2099,"Sanchez, Foster and Newman",Hotel Chain,East,Both,WhatsApp,Medium,405,14,No,No,3,1
TM2100,"Thompson, Lee and Love",Online Seller,West,Kitchenware,Dealer,Medium,21,39,Yes,No,0,0
TM2101,"Roberts, Jones and Smith",Online Seller,South,Water Storage,Reference,Medium,19,21,No,Yes,2,0
TM2102,"Hall, Peters and West",Hotel Chain,Central,Kitchenware,Website,Large,165,46,No,No,5,0
TM2103,"Rush, Rice and Lester",Distributor,East,Both,WhatsApp,Medium,79,62,No,No,4,0
TM2104,Michael PLC,Online Seller,South,Both,WhatsApp,Large,988,45,No,Yes,0,1
TM2105,"Johnson, Russell and Pruitt",Distributor,South,Kitchenware,Exhibition,Medium,966,61,No,Yes,5,0
TM2106,Washington-Brown,Retailer,South,Both,Reference,Medium,954,9,Yes,No,0,1
TM2107,Schmidt and Sons,Retailer,West,Water Storage,Dealer,Large,870,4,Yes,No,0,0
TM2108,"Sandoval, Savage and Turner",Hotel Chain,South,Both,Dealer,Large,214,26,No,No,3,0
TM2109,"Davis, Vargas and Carney",Distributor,South,Both,Website,Medium,843,68,Yes,Yes,4,1
TM2110,Reed and Sons,Retailer,South,Kitchenware,Website,Small,378,53,Yes,No,1,0
TM2111,Ramirez LLC,Hotel Chain,South,Kitchenware,Dealer,Medium,522,46,No,Yes,0,0
TM2112,Marquez Group,Hotel Chain,North,Both,Exhibition,Small,811,67,No,Yes,0,0
TM2113,Jackson-Cohen,Retailer,Central,Both,WhatsApp,Small,239,38,No,No,5,0
TM2114,Alvarado Group,Distributor,East,Kitchenware,Dealer,Large,257,67,No,No,4,1
TM2115,Robinson-Bryant,Retailer,Central,Water Storage,WhatsApp,Large,40,5,No,No,2,1
TM2116,"Hayes, Young and Swanson",Retailer,South,Kitchenware,Dealer,Large,347,8,Yes,No,0,0
TM2117,Mcmahon Ltd,Retailer,East,Kitchenware,Reference,Large,767,11,No,Yes,2,0
TM2118,Sanchez-Cox,Retailer,North,Water Storage,Dealer,Small,675,45,No,No,2,0
TM2119,Hood-Fleming,Distributor,North,Kitchenware,Exhibition,Small,557,49,Yes,No,0,0
TM2120,Kennedy-Anderson,Hotel Chain,South,Water Storage,Reference,Large,151,15,No,Yes,4,0
TM2121,Rice PLC,Online Seller,East,Kitchenware,WhatsApp,Medium,950,8,Yes,Yes,0,1
TM2122,"Nguyen, Richard and Miller",Distributor,West,Both,Dealer,Large,56,2,Yes,Yes,0,1
TM2123,"Christian, West and Barker",Hotel Chain,South,Water Storage,Exhibition,Medium,368,32,No,Yes,4,0
TM2124,Munoz Inc,Retailer,North,Kitchenware,WhatsApp,Large,220,64,No,Yes,3,0
TM2125,Thomas-Thornton,Online Seller,Central,Water Storage,Website,Large,924,35,No,Yes,0,0
TM2126,"Gomez, Kaufman and Murray",Hotel Chain,Central,Water Storage,WhatsApp,Small,218,18,Yes,No,5,0
TM2127,Lambert Inc,Retailer,East,Both,Website,Small,250,57,No,Yes,0,0
TM2128,"Adams, Johnson and Garner",Retailer,East,Water Storage,Dealer,Medium,317,11,Yes,No,4,1
TM2129,"Hill, Oliver and Holland",Retailer,West,Water Storage,Reference,Small,239,27,No,Yes,5,1
TM2130,Johnson and Sons,Retailer,East,Kitchenware,Dealer,Medium,969,4,No,No,4,1
TM2131,"Miller, Stewart and Peterson",Retailer,East,Both,Dealer,Medium,896,55,Yes,Yes,4,1
TM2132,"Coleman, Harris and Lopez",Online Seller,Central,Water Storage,Reference,Large,746,67,No,Yes,3,1
TM2133,Stone-Cooper,Distributor,South,Kitchenware,WhatsApp,Large,983,36,Yes,Yes,4,1
TM2134,"Gordon, Brock and Rose",Hotel Chain,North,Both,WhatsApp,Medium,285,33,Yes,Yes,2,1
TM2135,"Walker, Thompson and Hamilton",Online Seller,East,Kitchenware,Reference,Medium,27,57,Yes,No,0,0
TM2136,Navarro Group,Hotel Chain,Central,Kitchenware,Reference,Small,603,11,No,No,0,0
TM2137,Callahan-Allen,Online Seller,East,Water Storage,Reference,Small,242,23,Yes,Yes,1,1
TM2138,Pena-Thompson,Retailer,South,Both,Dealer,Medium,603,41,Yes,Yes,0,0
TM2139,"Taylor, Manning and Villegas",Online Seller,East,Kitchenware,WhatsApp,Large,745,6,Yes,No,0,1
TM2140,"Arroyo, Miller and Moore",Hotel Chain,North,Both,Exhibition,Small,218,42,No,No,0,0
TM2141,"Harding, Gutierrez and White",Online Seller,South,Kitchenware,WhatsApp,Large,817,47,No,No,5,0
TM2142,"Brandt, Dyer and Richardson",Online Seller,Central,Kitchenware,Website,Medium,55,38,Yes,Yes,0,0
TM2143,Roberts-Williams,Online Seller,Central,Both,Dealer,Large,739,45,Yes,No,4,1
TM2144,Davis LLC,Distributor,West,Both,Exhibition,Small,991,29,No,Yes,4,0
TM2145,Johnson Group,Hotel Chain,Central,Both,Reference,Medium,285,25,No,Yes,2,1
TM2146,Rivera Inc,Online Seller,South,Water Storage,WhatsApp,Large,128,31,No,No,2,1
TM2147,"Palmer, Hill and Garner",Retailer,East,Both,Reference,Large,245,58,No,Yes,4,0
TM2148,Thomas LLC,Distributor,Central,Kitchenware,Reference,Large,608,18,No,No,2,1
TM2149,"Campos, Navarro and Campbell",Retailer,West,Water Storage,Dealer,Small,599,64,Yes,Yes,3,1
TM2150,"Bell, Miller and Gonzalez",Retailer,West,Water Storage,Dealer,Large,962,61,Yes,Yes,0,0
TM2151,"Cummings, Hernandez and Lee",Retailer,South,Kitchenware,Website,Large,897,68,No,No,2,1
TM2152,"Fields, Gutierrez and Wilson",Distributor,East,Kitchenware,WhatsApp,Medium,615,14,Yes,Yes,5,0
TM2153,Sampson Group,Hotel Chain,West,Both,Reference,Large,864,56,No,No,5,1
TM2154,Tucker-Hogan,Distributor,Central,Both,Exhibition,Small,927,1,No,No,3,1
TM2155,Hayes-Figueroa,Distributor,Central,Both,Dealer,Medium,977,13,Yes,No,3,1
TM2156,Rivera-Anderson,Hotel Chain,East,Water Storage,Reference,Medium,785,23,Yes,Yes,5,0
TM2157,"Juarez, King and Davidson",Distributor,West,Both,WhatsApp,Large,910,41,Yes,No,2,1
TM2158,Peters PLC,Online Seller,East,Water Storage,Reference,Small,916,22,No,No,4,0
TM2159,"Medina, Grant and Small",Distributor,East,Kitchenware,Exhibition,Small,575,66,Yes,Yes,4,0
TM2160,Miller Ltd,Distributor,North,Water Storage,Exhibition,Medium,218,37,No,No,4,1
TM2161,"Glenn, Perez and Tyler",Hotel Chain,East,Kitchenware,Exhibition,Medium,920,56,No,No,0,0
TM2162,Johnston-Brown,Online Seller,North,Water Storage,Exhibition,Large,822,29,Yes,No,1,0
TM2163,Kerr-Vaughan,Online Seller,West,Both,Dealer,Large,805,10,No,Yes,3,1
TM2164,"Morris, Davis and Blair",Online Seller,South,Both,Exhibition,Large,652,2,Yes,Yes,4,1
TM2165,Stephenson Ltd,Distributor,South,Water Storage,Reference,Small,506,24,No,No,1,0
TM2166,Gentry Ltd,Retailer,Central,Both,Website,Small,454,9,No,Yes,5,1
TM2167,Jones PLC,Hotel Chain,East,Both,Reference,Large,607,31,No,No,4,0
TM2168,"Dickerson, Walter and Lopez",Distributor,East,Kitchenware,WhatsApp,Large,506,63,No,No,4,0
TM2169,"Bennett, Johnson and Parks",Retailer,South,Kitchenware,WhatsApp,Medium,467,42,Yes,No,0,1
TM2170,Robinson-Myers,Online Seller,North,Water Storage,Reference,Large,141,62,No,No,5,1
TM2171,"Wells, Martin and Doyle",Online Seller,East,Both,Website,Medium,72,72,No,No,5,0
TM2172,"Washington, Lopez and Haynes",Hotel Chain,West,Water Storage,Reference,Medium,944,7,No,No,5,1
TM2173,Santos-Benson,Retailer,East,Water Storage,Reference,Small,596,22,Yes,Yes,4,1
TM2174,Smith-Mercado,Distributor,Central,Both,Exhibition,Large,31,49,Yes,No,2,0
