lead_id,company_name,company_type,region,product_interest,inquiry_channel,company_size,order_quantity_est,response_time_hrs,quotation_shared,catalog_requested,followups,conversion_status
TM2141,Hunter LLC,Hotel Chain,Central,Both,Exhibition,Medium,842,56,Yes,Yes,4,0
TM2142,Howard-Johnson,Online Seller,North,Water Storage,Reference,Small,756,59,No,No,5,0
TM2143,"Choi, Benson and Wilson",Distributor,East,Water Storage,Exhibition,Medium,479,34,Yes,Yes,4,1
TM2144,Alexander-Simmons,Online Seller,West,Water Storage,Website,Medium,887,12,No,No,4,0
TM2145,"Mata, Benton and Navarro",Distributor,East,Water Storage,Exhibition,Large,102,52,No,No,5,0
TM2146,Ramos Group,Hotel Chain,South,Water Storage,Reference,Medium,355,57,No,Yes,1,0
TM2147,Smith-Mccann,Retailer,South,Both,WhatsApp,Large,727,72,No,Yes,3,1
TM2148,Mcdaniel-Thomas,Retailer,South,Kitchenware,Exhibition,Large,622,52,No,Yes,5,0
TM2149,Williams-Rodriguez,Online Seller,West,Kitchenware,Reference,Small,875,38,Yes,No,1,0
TM2150,Daniel-Elliott,Retailer,South,Both,Website,Large,290,4,No,Yes,5,1
TM2151,"Harris, Jenkins and Nguyen",Distributor,South,Water Storage,Website,Small,22,38,Yes,Yes,4,0
TM2152,"Hunt, George and Campbell",Hotel Chain,West,Both,Dealer,Large,206,53,Yes,No,5,0
TM2153,Hardin-Clay,Hotel Chain,East,Both,WhatsApp,Medium,451,48,No,Yes,2,0
TM2154,"Young, Lambert and Smith",Retailer,South,Water Storage,Website,Large,602,17,Yes,No,4,0
TM2155,Richardson-Hernandez,Distributor,East,Both,Dealer,Small,486,35,Yes,No,4,0
TM2156,Goodwin-Delgado,Hotel Chain,North,Kitchenware,Exhibition,Large,469,72,Yes,No,3,1
TM2157,"Mercado, Edwards and Aguirre",Distributor,North,Both,WhatsApp,Small,987,36,No,Yes,5,0
TM2158,Lara Ltd,Hotel Chain,South,Water Storage,Website,Large,472,40,No,No,1,0
TM2159,"Nolan, Smith and Stevenson",Hotel Chain,South,Both,Dealer,Medium,893,1,Yes,No,4,0
TM2160,Cox and Sons,Retailer,Central,Kitchenware,Dealer,Medium,757,21,Yes,Yes,4,1
TM2161,Garcia Group,Distributor,South,Kitchenware,Reference,Large,132,43,Yes,Yes,3,0
TM2162,"Guerrero, Ingram and Hess",Hotel Chain,West,Water Storage,Reference,Small,877,44,Yes,Yes,2,0
TM2163,"King, Marquez and Bryant",Hotel Chain,East,Water Storage,Exhibition,Small,276,52,Yes,Yes,2,1
TM2164,"Young, Pacheco and Malone",Retailer,East,Water Storage,Exhibition,Large,273,3,Yes,Yes,5,0
TM2165,"Decker, Wilson and Choi",Distributor,North,Both,Exhibition,Small,344,50,No,Yes,4,0
TM2166,Jones and Sons,Retailer,South,Kitchenware,Dealer,Medium,196,69,Yes,No,0,1
TM2167,Ware-Williams,Distributor,Central,Water Storage,Dealer,Small,922,57,Yes,Yes,3,0
TM2168,Matthews LLC,Retailer,Central,Kitchenware,WhatsApp,Medium,120,45,Yes,Yes,0,0
TM2169,"Cortez, Lucas and Garza",Distributor,Central,Water Storage,Reference,Large,571,50,No,Yes,5,0
TM2170,Webb Ltd,Online Seller,South,Water Storage,Website,Small,993,63,Yes,No,0,0
TM2171,"Griffin, Henderson and Estes",Hotel Chain,Central,Kitchenware,Dealer,Small,689,42,No,Yes,2,0
TM2172,Long-Martinez,Hotel Chain,South,Water Storage,Reference,Medium,455,49,Yes,No,0,0
TM2173,"Cruz, Byrd and Baker",Online Seller,Central,Water Storage,Dealer,Medium,323,64,No,Yes,4,1
TM2174,Mclaughlin Ltd,Distributor,North,Water Storage,Dealer,Large,931,70,Yes,No,5,0
TM2175,"Payne, Jones and Edwards",Retailer,North,Water Storage,Reference,Small,370,69,Yes,No,5,0
TM2176,Black-Wright,Distributor,Central,Water Storage,Exhibition,Small,111,59,Yes,Yes,5,0
TM2177,Hines-Terry,Distributor,West,Kitchenware,Dealer,Large,637,2,Yes,No,1,1
TM2178,May-Trevino,Retailer,East,Kitchenware,Website,Large,843,43,Yes,No,1,0
TM2179,Henson Group,Hotel Chain,North,Kitchenware,Website,Large,262,34,No,No,1,1
TM2180,Murphy-Smith,Online Seller,West,Both,Exhibition,Medium,853,53,No,No,1,1
TM2181,Salinas PLC,Hotel Chain,East,Both,Exhibition,Large,719,51,Yes,No,1,1
TM2182,Diaz Inc,Distributor,North,Both,Exhibition,Small,172,63,Yes,Yes,4,0
TM2183,Becker Ltd,Online Seller,West,Water Storage,Dealer,Medium,301,34,Yes,Yes,3,1
TM2184,Ray Group,Distributor,North,Both,Reference,Small,140,67,Yes,No,3,0
TM2185,Stewart Group,Distributor,North,Water Storage,Website,Small,790,9,Yes,No,4,0
TM2186,Medina-Collins,Distributor,West,Both,Exhibition,Large,966,65,Yes,Yes,5,0
TM2187,Hebert Ltd,Retailer,South,Water Storage,WhatsApp,Small,368,60,Yes,Yes,3,0
TM2188,"Fitzgerald, Rich and Wilson",Online Seller,Central,Kitchenware,Website,Small,652,25,No,No,0,1
TM2189,Davis Group,Retailer,South,Both,Dealer,Medium,580,21,Yes,No,0,0
TM2190,"Ellison, Sherman and Mora",Retailer,West,Both,Dealer,Small,643,22,No,No,0,0
TM2191,"Mccann, Roy and Walsh",Retailer,South,Kitchenware,Reference,Small,586,8,No,Yes,1,1
TM2192,Roberts-Salas,Retailer,Central,Both,Exhibition,Small,674,61,No,No,5,1
TM2193,Novak PLC,Hotel Chain,South,Both,Reference,Large,266,45,No,No,1,0
TM2194,"Smith, Berry and White",Online Seller,South,Kitchenware,WhatsApp,Large,758,23,No,No,1,0
TM2195,Cooper-Perry,Retailer,West,Water Storage,Website,Small,480,53,Yes,No,1,1
TM2196,Petersen-Richardson,Online Seller,South,Water Storage,Reference,Medium,481,58,No,No,3,0
TM2197,Smith-Johnson,Online Seller,West,Kitchenware,Dealer,Small,261,28,Yes,Yes,5,1
TM2198,Wilson-Finley,Online Seller,West,Both,Reference,Medium,669,40,Yes,No,1,0
TM2199,Braun Group,Hotel Chain,East,Both,Reference,Small,214,28,No,Yes,5,0
TM2200,Jenkins PLC,Hotel Chain,South,Water Storage,Exhibition,Large,221,50,Yes,No,5,1
TM2201,Hurst-Bailey,Distributor,West,Both,Website,Small,431,41,No,Yes,5,0
TM2202,Tate-Miller,Hotel Chain,East,Both,Dealer,Large,762,5,Yes,Yes,0,0
TM2203,Johnston-West,Retailer,East,Kitchenware,WhatsApp,Medium,217,20,Yes,No,0,0
TM2204,Robinson-Baldwin,Online Seller,Central,Water Storage,Reference,Medium,730,23,No,No,0,1
TM2205,Kaufman-Roth,Distributor,South,Kitchenware,Reference,Small,555,53,Yes,No,5,1
TM2206,Schultz Inc,Distributor,North,Both,Website,Medium,109,6,Yes,No,3,0
TM2207,Reese LLC,Distributor,North,Both,WhatsApp,Medium,608,24,No,Yes,3,1
TM2208,Wells-Baird,Online Seller,East,Kitchenware,WhatsApp,Small,191,18,No,No,1,0
TM2209,Herrera Inc,Distributor,East,Water Storage,Exhibition,Medium,627,64,Yes,No,1,0
TM2210,"Burke, Richard and Johnson",Online Seller,South,Both,WhatsApp,Large,935,4,No,No,1,0
TM2211,"Bailey, Howard and Henry",Distributor,East,Water Storage,Reference,Medium,355,6,No,No,5,0
TM2212,Leblanc-Johnson,Retailer,South,Both,Exhibition,Large,597,3,No,No,1,1
TM2213,Gillespie-Hawkins,Hotel Chain,West,Kitchenware,WhatsApp,Large,394,43,No,No,3,1
TM2214,Brewer-Mccormick,Distributor,East,Both,WhatsApp,Large,207,63,No,No,0,1
TM2215,Townsend and Sons,Retailer,East,Both,Exhibition,Small,840,17,Yes,Yes,0,0
TM2216,Hartman-Thompson,Retailer,South,Both,Website,Small,894,10,Yes,Yes,5,1
TM2217,Martinez-King,Retailer,South,Both,Reference,Large,904,43,Yes,Yes,0,1
TM2218,Rojas Ltd,Distributor,North,Kitchenware,Exhibition,Large,984,12,Yes,No,5,0
TM2219,"Kim, Wood and Parsons",Retailer,North,Water Storage,WhatsApp,Large,552,25,No,Yes,5,1
TM2220,"Strickland, Rodriguez and Perez",Distributor,West,Water Storage,Dealer,Small,463,24,Yes,Yes,1,1
TM2221,"Bowman, Davis and Harris",Online Seller,South,Both,Dealer,Small,726,16,Yes,Yes,1,1
TM2222,Mcclure Inc,Distributor,South,Water Storage,Dealer,Medium,625,53,No,Yes,3,0
TM2223,"Phillips, Rangel and Dawson",Online Seller,South,Both,Exhibition,Large,921,33,No,Yes,0,0
TM2224,"Hawkins, Brooks and Kaiser",Hotel Chain,East,Both,Exhibition,Large,783,56,Yes,No,0,1
TM2225,Case-Newton,Retailer,East,Both,WhatsApp,Large,707,9,No,No,3,0
TM2226,"Richards, Spencer and King",Hotel Chain,East,Water Storage,WhatsApp,Medium,330,70,Yes,Yes,4,0
TM2227,Stokes-Miller,Online Seller,West,Water Storage,Reference,Medium,955,52,No,No,3,0
TM2228,Gomez-Miller,Hotel Chain,West,Kitchenware,Website,Medium,400,20,No,No,0,0
TM2229,Perez Group,Distributor,South,Both,Website,Small,107,3,No,No,1,0
TM2230,Stuart Group,Distributor,North,Water Storage,Reference,Small,320,71,No,Yes,1,0
TM2231,Campbell Inc,Hotel Chain,West,Water Storage,Website,Medium,691,8,No,Yes,0,1
TM2232,Simpson Inc,Hotel Chain,Central,Water Storage,Website,Small,541,64,Yes,No,3,0
TM2233,Reeves-Cobb,Online Seller,South,Water Storage,WhatsApp,Large,643,55,Yes,Yes,4,0
TM2234,Peterson Inc,Online Seller,South,Water Storage,Dealer,Medium,74,3,No,No,3,0
TM2235,Townsend Group,Online Seller,South,Water Storage,Reference,Medium,578,44,No,Yes,1,1
TM2236,"Ortiz, Owen and Cowan",Distributor,Central,Both,Website,Small,510,61,Yes,No,4,1
TM2237,Ramirez-Wilson,Hotel Chain,South,Both,WhatsApp,Small,551,63,No,No,0,0
TM2238,Le PLC,Distributor,East,Both,Website,Medium,878,8,No,Yes,1,1
TM2239,Morgan Ltd,Online Seller,East,Both,Reference,Large,159,35,No,No,2,1
TM2240,"Fields, Brady and Jacobs",Distributor,South,Both,Dealer,Small,312,8,Yes,No,1,1
TM2241,Weaver Group,Hotel Chain,North,Water Storage,WhatsApp,Small,157,38,Yes,Yes,5,1
TM2242,"Hernandez, Liu and Walker",Hotel Chain,North,Water Storage,Reference,Small,467,49,Yes,No,2,0
TM2243,Olsen-Alexander,Online Seller,West,Water Storage,Website,Large,631,59,No,Yes,4,0
TM2244,"Osborne, Lopez and Bates",Retailer,North,Kitchenware,WhatsApp,Large,498,48,Yes,No,5,0
TM2245,Figueroa-Cummings,Retailer,West,Both,WhatsApp,Medium,192,42,Yes,No,2,0
TM2246,Small Ltd,Retailer,Central,Kitchenware,Website,Medium,75,9,Yes,Yes,0,0
TM2247,Jones-Turner,Distributor,North,Water Storage,WhatsApp,Medium,93,53,No,Yes,3,0
TM2248,Taylor Group,Retailer,Central,Water Storage,Reference,Large,168,71,Yes,Yes,3,0
TM2249,Miller and Sons,Online Seller,South,Kitchenware,Exhibition,Large,709,72,Yes,Yes,5,1
TM2250,Brown-Cook,Distributor,West,Kitchenware,Exhibition,Small,786,30,Yes,Yes,4,0
TM2251,Garner-Harris,Hotel Chain,West,Kitchenware,Dealer,Medium,514,4,No,Yes,0,0
TM2252,Acosta Ltd,Retailer,South,Kitchenware,Dealer,Medium,17,45,Yes,No,4,1
TM2253,Bradley-Colon,Distributor,West,Kitchenware,Website,Large,17,37,No,No,4,0
TM2254,Thomas-Garcia,Distributor,Central,Water Storage,WhatsApp,Small,344,34,No,Yes,5,0
TM2255,Jennings LLC,Retailer,West,Both,Dealer,Medium,219,24,Yes,Yes,3,1
TM2256,Mcbride-Pitts,Distributor,South,Both,WhatsApp,Large,700,28,No,No,3,0
TM2257,Cannon Ltd,Distributor,Central,Water Storage,Website,Large,34,40,Yes,Yes,1,1
TM2258,Mason Inc,Distributor,West,Both,Reference,Large,345,59,No,Yes,3,0
TM2259,Lloyd-Spencer,Online Seller,South,Kitchenware,Dealer,Small,915,1,Yes,Yes,0,1
TM2260,Johnson-Bautista,Retailer,East,Water Storage,Reference,Large,591,21,Yes,Yes,2,0
TM2261,Riddle and Sons,Distributor,West,Both,WhatsApp,Small,296,54,Yes,No,0,1
TM2262,Hardy Ltd,Online Seller,South,Water Storage,Reference,Small,133,4,No,Yes,0,0
TM2263,Morales-Hernandez,Distributor,West,Both,Dealer,Medium,286,3,No,Yes,5,1
TM2264,Simpson-Mccarthy,Distributor,North,Water Storage,Reference,Small,48,64,No,No,3,0
TM2265,Robinson-Kelly,Retailer,Central,Kitchenware,Exhibition,Medium,736,37,No,Yes,2,0
TM2266,"Scott, Mcdaniel and Smith",Online Seller,South,Kitchenware,Reference,Small,675,6,No,No,1,1
TM2267,Lynch-Williams,Retailer,East,Water Storage,Exhibition,Large,386,59,No,Yes,2,1
TM2268,Lane and Sons,Online Seller,Central,Both,Website,Medium,762,45,No,Yes,4,0
TM2269,Caldwell-Brown,Hotel Chain,East,Water Storage,Website,Large,779,64,No,No,3,0
TM2270,Freeman-Knight,Online Seller,South,Water Storage,WhatsApp,Large,487,58,Yes,Yes,2,0
TM2271,Liu-Lewis,Distributor,Central,Water Storage,Dealer,Large,861,21,Yes,Yes,5,0
TM2272,"Ellis, Maldonado and Sims",Hotel Chain,North,Both,Dealer,Small,542,14,Yes,No,4,1
TM2273,"Anderson, Hart and Mann",Distributor,South,Both,WhatsApp,Medium,129,42,No,No,4,1
TM2274,"Martin, Castro and Richardson",Hotel Chain,South,Both,WhatsApp,Large,427,14,Yes,No,1,1
TM2275,Dixon PLC,Distributor,North,Both,Exhibition,Medium,157,10,No,Yes,3,0
TM2276,Buck PLC,Distributor,Central,Both,Exhibition,Small,34,3,Yes,No,0,0
TM2277,Mcdonald-Jones,Retailer,North,Water Storage,Reference,Small,442,46,No,Yes,5,0
TM2278,Rhodes-Gates,Online Seller,West,Water Storage,Website,Medium,448,62,Yes,No,0,0
TM2279,Johnson-Griffin,Online Seller,North,Water Storage,Reference,Medium,780,69,Yes,No,5,0
TM2280,Walker-Harris,Online Seller,West,Kitchenware,Reference,Small,995,63,Yes,No,2,0
TM2281,"Williams, Richards and Harris",Retailer,South,Both,Exhibition,Medium,398,44,Yes,No,0,0
TM2282,"Brown, Frank and Meyers",Hotel Chain,South,Both,Reference,Small,20,17,Yes,No,0,0
TM2283,"Bailey, Gross and Sanders",Hotel Chain,East,Both,Dealer,Medium,830,69,Yes,No,4,0
TM2284,Joseph-Hernandez,Hotel Chain,South,Water Storage,WhatsApp,Small,50,38,No,No,0,1
TM2285,"Gibson, Peterson and Oneill",Retailer,South,Water Storage,Reference,Small,15,50,Yes,No,0,0
TM2286,Blankenship Group,Distributor,East,Both,Dealer,Medium,244,57,Yes,Yes,1,0
TM2287,Thomas-Yates,Retailer,West,Water Storage,WhatsApp,Large,450,3,No,Yes,3,0
TM2288,"Gutierrez, Green and Roberts",Online Seller,West,Both,Reference,Small,76,12,No,No,3,0
TM2289,Brown-Morrison,Distributor,South,Kitchenware,Exhibition,Small,98,24,Yes,No,5,1
TM2290,"Smith, Black and Johnson",Online Seller,Central,Water Storage,Reference,Small,818,24,No,Yes,4,0
TM2291,Gibson-Weber,Distributor,South,Water Storage,Website,Large,728,51,Yes,No,0,0
TM2292,"Peck, Wise and Thomas",Retailer,North,Both,WhatsApp,Large,553,2,No,Yes,2,1
TM2293,Williams-George,Hotel Chain,South,Kitchenware,Reference,Medium,500,28,Yes,Yes,3,0
TM2294,"Jones, Barnes and Jenkins",Retailer,South,Both,Website,Large,158,9,No,Yes,4,0
TM2295,Huerta-Hayes,Hotel Chain,East,Kitchenware,WhatsApp,Medium,71,56,Yes,No,3,0
TM2296,"Walls, Chang and Johnson",Online Seller,West,Water Storage,Dealer,Small,776,17,No,No,5,1
TM2297,"Armstrong, Henson and Jacobson",Distributor,South,Both,Dealer,Medium,519,10,No,Yes,3,0
TM2298,"Walker, Morris and Hunt",Retailer,South,Both,Exhibition,Medium,294,51,No,No,5,1
TM2299,Barnes LLC,Online Seller,East,Both,Dealer,Medium,951,40,No,No,3,1
TM2300,"Baker, Bowers and Miller",Distributor,West,Water Storage,Exhibition,Large,511,44,Yes,No,5,0
TM2301,Meadows-Griffith,Online Seller,East,Both,Dealer,Small,330,42,Yes,Yes,2,1
TM2302,Stevens-Sosa,Distributor,East,Both,Reference,Medium,280,55,Yes,Yes,5,0
TM2303,"Kelly, Russell and Mccarthy",Online Seller,Central,Both,WhatsApp,Small,827,60,Yes,Yes,5,1
TM2304,"Ochoa, Thornton and Smith",Online Seller,South,Kitchenware,Dealer,Large,860,44,Yes,No,2,0
TM2305,"Burch, Graham and Boyd",Hotel Chain,East,Both,Reference,Large,359,19,No,Yes,2,0
TM2306,"Wallace, Mata and Porter",Hotel Chain,Central,Water Storage,Exhibition,Small,203,33,No,No,4,0
TM2307,"Lewis, Joseph and Miller",Online Seller,Central,Both,Reference,Small,282,7,No,No,4,0
TM2308,Johnson-Hoffman,Hotel Chain,West,Water Storage,Exhibition,Small,195,16,No,Yes,0,1
TM2309,Cooper Ltd,Online Seller,North,Both,Dealer,Medium,140,13,No,Yes,0,1
TM2310,"Collins, Bass and Benjamin",Retailer,North,Kitchenware,WhatsApp,Large,746,36,No,No,1,0
TM2311,"Price, Moore and Butler",Online Seller,Central,Water Storage,Website,Small,33,71,No,Yes,1,1
TM2312,Hatfield-Gentry,Hotel Chain,South,Both,Dealer,Small,987,21,Yes,No,3,0
TM2313,Zhang Inc,Distributor,West,Kitchenware,Website,Medium,634,22,Yes,Yes,2,0
TM2314,Smith-Williams,Distributor,East,Water Storage,Dealer,Large,879,50,No,Yes,1,0
TM2315,Rowe Group,Retailer,West,Both,Reference,Medium,163,50,No,Yes,4,1
TM2316,"Smith, Duarte and Miller",Distributor,West,Water Storage,Dealer,Medium,339,3,No,No,3,1
TM2317,"Decker, Smith and Banks",Online Seller,South,Both,Exhibition,Large,867,49,Yes,No,1,0
TM2318,Smith-Mclean,Online Seller,West,Water Storage,Website,Large,307,30,No,No,0,1
TM2319,"Le, Gomez and Bell",Distributor,North,Water Storage,Exhibition,Medium,595,45,No,No,0,0
TM2320,Collins-Jones,Hotel Chain,West,Kitchenware,Reference,Medium,366,30,No,No,2,0
TM2321,"Warner, Dixon and Nelson",Distributor,South,Both,Dealer,Large,553,26,Yes,No,2,0
TM2322,Newton-Barron,Distributor,North,Both,Website,Small,640,71,Yes,No,0,0
TM2323,"Marquez, Gonzalez and Chambers",Online Seller,West,Kitchenware,WhatsApp,Small,889,56,No,Yes,1,0
TM2324,Bailey-Pratt,Distributor,Central,Kitchenware,Website,Small,645,7,Yes,No,4,0
TM2325,"Donaldson, Kelley and Rios",Hotel Chain,South,Kitchenware,Exhibition,Small,627,10,Yes,Yes,2,1
TM2326,"Douglas, Young and Mullen",Distributor,Central,Kitchenware,Reference,Large,789,48,Yes,Yes,4,1
TM2327,Greene LLC,Distributor,North,Water Storage,Website,Medium,535,3,Yes,No,1,0
TM2328,"Smith, Garcia and Rodriguez",Hotel Chain,South,Kitchenware,Website,Large,864,48,No,No,1,0
TM2329,"Harrington, Smith and Hubbard",Retailer,South,Kitchenware,Dealer,Small,78,49,Yes,Yes,2,0
TM2330,"Clark, Kelly and Robbins",Hotel Chain,West,Both,Dealer,Large,423,68,No,No,4,0
TM2331,"White, Lewis and Parsons",Hotel Chain,East,Both,Reference,Small,525,64,Yes,Yes,1,0
TM2332,Chaney LLC,Online Seller,East,Kitchenware,Dealer,Medium,401,49,No,No,0,0
TM2333,Ward LLC,Distributor,North,Kitchenware,Reference,Large,778,19,No,Yes,5,1
TM2334,Jones LLC,Hotel Chain,South,Kitchenware,Exhibition,Small,935,57,No,No,3,0
TM2335,Wade-Wolf,Hotel Chain,East,Kitchenware,Reference,Small,435,7,Yes,Yes,5,1
TM2336,Ray Inc,Online Seller,East,Kitchenware,WhatsApp,Medium,941,50,No,Yes,4,0
TM2337,Adams-Martin,Hotel Chain,North,Water Storage,Exhibition,Medium,349,25,No,Yes,0,1
TM2338,"Edwards, Jennings and Henderson",Distributor,Central,Water Storage,Exhibition,Small,531,28,No,Yes,3,0
TM2339,"Carey, Ramos and Ashley",Hotel Chain,East,Both,WhatsApp,Medium,386,7,Yes,No,3,0
TM2340,"Moss, Williamson and Roth",Retailer,Central,Both,Dealer,Large,78,20,No,No,5,1
TM2341,Palmer-House,Online Seller,South,Kitchenware,Website,Small,641,50,No,No,1,0
TM2342,George-Sharp,Online Seller,North,Kitchenware,Website,Medium,592,25,No,Yes,3,0
TM2343,Smith-Jacobson,Online Seller,South,Kitchenware,Exhibition,Small,889,5,No,No,0,0
TM2344,Rodriguez Group,Distributor,West,Kitchenware,Exhibition,Large,480,44,No,No,2,0
TM2345,Berg LLC,Online Seller,East,Both,Website,Large,708,67,No,Yes,1,1
TM2346,"Thomas, Gallegos and Wolf",Hotel Chain,West,Water Storage,WhatsApp,Large,317,64,No,Yes,4,0
TM2347,"Jacobson, White and Rogers",Online Seller,North,Kitchenware,Dealer,Small,874,29,Yes,No,1,1
TM2348,Henderson-Weaver,Online Seller,West,Both,Reference,Medium,590,43,No,Yes,1,0
TM2349,Wilson Group,Hotel Chain,North,Water Storage,Exhibition,Medium,425,56,Yes,No,3,1
TM2350,"Ochoa, Nelson and Freeman",Online Seller,East,Kitchenware,WhatsApp,Small,508,63,No,Yes,3,0
TM2351,"Clark, Murphy and Anderson",Distributor,East,Kitchenware,Dealer,Small,354,21,No,No,0,0
TM2352,Adams LLC,Retailer,North,Kitchenware,Dealer,Medium,514,12,Yes,Yes,0,0
TM2353,"Spears, Johnson and Doyle",Retailer,South,Water Storage,WhatsApp,Large,712,46,Yes,Yes,1,1
TM2354,Chavez PLC,Online Seller,North,Kitchenware,Dealer,Small,50,1,Yes,Yes,3,1
TM2355,Phillips-Lindsey,Hotel Chain,North,Water Storage,Dealer,Medium,640,68,Yes,No,1,0
TM2356,George-Brady,Online Seller,South,Both,Dealer,Small,518,29,No,Yes,3,1
TM2357,Fleming-Porter,Distributor,West,Water Storage,WhatsApp,Large,323,38,No,No,1,1
TM2358,Gordon and Sons,Online Seller,East,Kitchenware,Website,Medium,162,20,Yes,Yes,0,0
TM2359,Odom Group,Retailer,South,Kitchenware,Reference,Small,162,10,No,No,5,0
TM2360,"Butler, Rhodes and Reyes",Distributor,West,Water Storage,Reference,Small,962,71,No,Yes,3,1
TM2361,"Smith, Stout and Marshall",Online Seller,South,Water Storage,Website,Medium,77,7,Yes,No,3,0
TM2362,"Wright, Conrad and Gonzalez",Hotel Chain,West,Both,Reference,Large,893,42,No,Yes,2,1
TM2363,"Barnett, Davidson and Newman",Hotel Chain,East,Both,Website,Small,900,22,No,No,0,0
TM2364,Miller and Sons,Online Seller,South,Kitchenware,Website,Small,535,64,No,Yes,5,0
TM2365,Arellano-Zamora,Retailer,North,Both,WhatsApp,Large,361,48,No,Yes,0,0
TM2366,"Morales, Ballard and Bryant",Distributor,South,Kitchenware,WhatsApp,Large,684,65,No,No,4,1
TM2367,Sawyer-Stevens,Distributor,West,Both,Exhibition,Medium,997,71,No,No,0,0
TM2368,Rodriguez-Ramsey,Retailer,West,Both,Exhibition,Medium,859,54,No,Yes,2,1
TM2369,Estrada and Sons,Distributor,West,Water Storage,WhatsApp,Large,882,5,Yes,No,3,0
TM2370,Lowe-Faulkner,Distributor,North,Kitchenware,Reference,Small,416,1,No,Yes,0,1
TM2371,Foster-Boyer,Online Seller,Central,Both,Reference,Small,523,40,Yes,No,4,0
TM2372,Miller and Sons,Online Seller,North,Kitchenware,Reference,Large,753,43,Yes,Yes,0,1
TM2373,Ortiz and Sons,Retailer,East,Both,Website,Medium,31,13,Yes,No,1,1
TM2374,Chung Inc,Online Seller,West,Kitchenware,Reference,Small,756,21,No,Yes,2,0
TM2375,"Johnson, Perez and Howell",Retailer,North,Kitchenware,Exhibition,Small,986,31,Yes,No,1,0
TM2376,"Brooks, Jacobson and Warren",Hotel Chain,East,Kitchenware,Dealer,Large,486,66,Yes,No,5,1
TM2377,Durham-Bailey,Retailer,East,Kitchenware,WhatsApp,Small,407,25,No,Yes,4,1
TM2378,Stevenson-Stafford,Retailer,North,Kitchenware,Website,Medium,174,67,Yes,No,5,0
TM2379,"Vaughn, Miller and Smith",Online Seller,West,Water Storage,Exhibition,Large,804,52,Yes,Yes,1,1
TM2380,"Lewis, Brown and Lee",Hotel Chain,Central,Both,Exhibition,Large,242,64,No,No,2,1
TM2381,Walton-Reid,Distributor,North,Kitchenware,Reference,Small,13,46,Yes,No,5,0
TM2382,Jones-Grant,Retailer,East,Water Storage,Exhibition,Small,873,13,Yes,Yes,3,0
TM2383,"Weiss, Barnes and Lopez",Online Seller,North,Both,Exhibition,Large,334,32,No,No,2,0
TM2384,Hernandez Ltd,Retailer,North,Water Storage,Website,Large,274,49,Yes,No,2,1
TM2385,Meyer-Smith,Retailer,Central,Water Storage,Exhibition,Medium,325,39,No,Yes,0,1
TM2386,Clark-Davis,Online Seller,South,Both,Exhibition,Small,963,68,Yes,No,0,0
TM2387,Sparks LLC,Online Seller,East,Water Storage,Exhibition,Small,600,28,Yes,Yes,0,0
TM2388,Rice-Rodriguez,Retailer,Central,Both,Dealer,Medium,938,71,No,Yes,3,1
TM2389,"Anthony, Wise and Taylor",Retailer,East,Water Storage,Exhibition,Large,351,35,Yes,Yes,0,0
TM2390,Osborne Ltd,Retailer,North,Water Storage,Exhibition,Medium,838,47,No,Yes,2,0
TM2391,"Hale, Mack and Sherman",Distributor,North,Water Storage,Website,Small,674,14,Yes,No,1,1
TM2392,"Wood, Richardson and Fernandez",Distributor,South,Both,Dealer,Small,427,1,No,Yes,3,0
TM2393,"Hunt, Romero and Jones",Retailer,West,Kitchenware,Dealer,Large,407,25,No,No,1,0
TM2394,Steele-Pacheco,Hotel Chain,Central,Water Storage,WhatsApp,Small,641,16,No,No,5,1
TM2395,Walls-Fletcher,Retailer,North,Water Storage,Dealer,Small,774,33,Yes,Yes,5,0
TM2396,Miller LLC,Distributor,South,Both,Exhibition,Small,265,6,Yes,No,1,1
TM2397,"Mccarthy, Davis and Green",Online Seller,North,Both,Exhibition,Large,225,15,Yes,No,0,0
TM2398,Jones-Tanner,Hotel Chain,South,Kitchenware,Exhibition,Medium,342,53,No,No,3,1
TM2399,Bolton-Lee,Distributor,South,Water Storage,WhatsApp,Small,900,32,No,No,2,0
TM2400,Liu-Morrow,Online Seller,North,Water Storage,Reference,Small,72,8,No,No,1,0
TM2401,Collins-Curtis,Online Seller,South,Water Storage,WhatsApp,Small,446,2,No,Yes,4,0
TM2402,Montgomery Inc,Online Seller,South,Water Storage,Website,Large,894,36,No,No,2,0
TM2403,"Vasquez, Walker and Randolph",Distributor,West,Kitchenware,Exhibition,Small,670,63,No,Yes,4,0
TM2404,"Scott, Rich and Long",Distributor,North,Water Storage,WhatsApp,Large,270,13,No,No,5,0
TM2405,Collins-Wang,Retailer,Central,Kitchenware,Website,Medium,268,32,Yes,No,4,0
TM2406,Romero-Cruz,Retailer,East,Both,Dealer,Medium,591,44,Yes,No,1,0
TM2407,Garrett-Wood,Online Seller,West,Water Storage,WhatsApp,Large,214,52,No,Yes,3,0
TM2408,Hensley-Fisher,Distributor,South,Water Storage,Exhibition,Medium,375,61,Yes,No,3,0
TM2409,Taylor PLC,Retailer,North,Kitchenware,Dealer,Small,246,53,Yes,Yes,3,0
TM2410,Burke LLC,Retailer,North,Both,Dealer,Medium,745,18,Yes,Yes,1,0
TM2411,Williams-Hamilton,Retailer,East,Kitchenware,Dealer,Medium,133,36,No,Yes,0,0
